step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFlaggedFraud
373,PAYMENT,48150.78,C205613618,0.0,0.0,M494861918,0.0,0.0,0
41,PAYMENT,21491.34,C1204233132,0.0,0.0,M690164340,0.0,0.0,0
277,CASH_OUT,19466.86,C2109101665,0.0,0.0,C808753257,889944.25,909411.11,0
723,TRANSFER,72955.08,C1722101892,72955.08,0.0,C1880386653,0.0,0.0,0
298,PAYMENT,12694.42,C96783816,6098.0,0.0,M105944782,0.0,0.0,0
138,CASH_IN,101576.88,C1611699335,3260690.05,3362266.93,C1882512085,1960433.05,1858856.17,0
402,TRANSFER,143592.89,C283218785,143592.89,0.0,C1008131550,0.0,0.0,0
235,CASH_OUT,132022.13,C486309175,0.0,0.0,C1488357354,1338887.9,1470910.03,0
134,TRANSFER,100109.03,C1626206684,100109.03,0.0,C1082903633,0.0,0.0,0
127,TRANSFER,321883.89,C159404315,321883.89,0.0,C1578451350,0.0,0.0,0
429,PAYMENT,10875.95,C1500045189,642.0,0.0,M676871562,0.0,0.0,0
370,PAYMENT,1311.97,C1522293372,0.0,0.0,M512644602,0.0,0.0,0
251,CASH_IN,124836.86,C919268299,20592.0,145428.86,C1940830611,4124.17,0.0,0
306,CASH_IN,261387.21,C2110062405,60642.0,322029.21,C2094891531,669327.06,407939.84,0
189,TRANSFER,2216703.82,C1080269027,2216703.82,0.0,C967600004,0.0,0.0,0
354,PAYMENT,7470.33,C1095950091,29704.0,22233.67,M1370222700,0.0,0.0,0
202,TRANSFER,583194.99,C504265788,49782.0,0.0,C568418397,4379916.21,4963111.19,0
230,CASH_OUT,2326251.51,C2114453314,2326251.51,0.0,C2024824316,37662.1,2363913.61,0
250,CASH_OUT,65566.23,C156637183,0.0,0.0,C1123649681,226031.65,291597.88,0
225,CASH_OUT,400115.36,C1752359861,5105.0,0.0,C1161352980,262466.71,662582.07,0
160,CASH_OUT,200707.07,C184821675,61010.0,0.0,C1138529772,1579769.9,1780476.97,0
140,PAYMENT,7361.98,C188242248,818.0,0.0,M43214442,0.0,0.0,0
44,TRANSFER,203944.55,C461971360,15892.83,0.0,C1760917788,1246738.85,1450683.39,0
245,CASH_OUT,124311.57,C1704192820,124311.57,0.0,C1482135742,116019.29,240330.86,0
248,CASH_OUT,65761.13,C845507735,65761.13,0.0,C1288737458,197135.39,262896.52,0
419,TRANSFER,3118811.65,C393374945,3118811.65,0.0,C639125907,0.0,0.0,0
262,TRANSFER,2914653.69,C767295910,2914653.69,0.0,C258732542,0.0,0.0,0
196,TRANSFER,1221900.21,C983611149,1221900.21,0.0,C691637954,0.0,0.0,0
673,CASH_OUT,645104.5,C649790605,645104.5,0.0,C351734754,0.0,645104.5,0
97,TRANSFER,5624.02,C1921410624,5624.02,0.0,C994730180,0.0,0.0,0
347,CASH_OUT,42291.25,C1620347418,30977.0,0.0,C710969669,35121.21,77412.46,0
210,CASH_OUT,227840.0,C1923791053,3032.0,0.0,C843115845,0.0,227840.0,0
326,CASH_OUT,34006.78,C1348832801,0.0,0.0,C1715018341,175468.94,209475.72,0
522,CASH_OUT,18722.34,C28864118,0.0,0.0,C1602014340,131281.47,150003.82,0
215,CASH_IN,33696.97,C506412374,7824747.21,7858444.19,C1837259997,233964.77,200267.8,0
136,CASH_OUT,165891.15,C904416325,13523.0,0.0,C1499086504,0.0,165891.15,0
415,CASH_OUT,13659.45,C443989822,13659.45,0.0,C1408237978,474620.98,488280.42,0
584,TRANSFER,1016081.0,C2094444528,1016081.0,0.0,C1305219704,0.0,0.0,0
404,CASH_OUT,10000000.0,C424305014,10000000.0,0.0,C761333500,358443.32,10358443.32,0
578,CASH_OUT,195562.98,C653654841,195562.98,0.0,C1065862739,1738048.97,1933611.96,0
694,TRANSFER,76582.23,C1426319616,76582.23,0.0,C2131209365,0.0,0.0,0
18,CASH_OUT,167990.78,C476489646,0.0,0.0,C1376621940,1954264.04,2122254.82,0
324,CASH_OUT,123360.46,C1810937483,0.0,0.0,C1163016013,2502931.93,2626292.39,0
249,CASH_OUT,743.01,C878016696,18199.0,17455.99,C1381484051,185855.28,186598.29,0
204,PAYMENT,5950.07,C1567786328,0.0,0.0,M1481392949,0.0,0.0,0
334,PAYMENT,26601.23,C1137008219,0.0,0.0,M250667024,0.0,0.0,0
439,TRANSFER,3947541.37,C38256696,3947541.37,0.0,C160187757,0.0,0.0,0
254,CASH_OUT,10789.0,C1424387,10789.0,0.0,C2022734417,67807.87,78596.87,0
188,CASH_OUT,446434.44,C547534333,0.0,0.0,C102172834,2857864.77,3304299.21,0
460,TRANSFER,58058.98,C155431672,58058.98,0.0,C1327043210,0.0,0.0,0
1,CASH_OUT,2806.0,C2101527076,2806.0,0.0,C1007251739,26202.0,0.0,0
586,CASH_IN,246359.76,C1873108766,1443192.81,1689552.57,C1717137451,369363.13,123003.37,0
22,TRANSFER,378899.05,C1708177598,103431.0,0.0,C818838019,2603429.37,2982328.42,0
311,TRANSFER,2479691.37,C760905654,2479691.37,0.0,C584068116,0.0,0.0,0
260,PAYMENT,2485.19,C1356622674,100.0,0.0,M1547198475,0.0,0.0,0
129,CASH_IN,107115.19,C1622326639,1138485.39,1245600.57,C388249720,108008.49,893.31,0
110,TRANSFER,93732.16,C549532314,93732.16,0.0,C247181868,0.0,0.0,0
160,TRANSFER,62978.79,C1987311773,0.0,0.0,C1574829278,438318.34,501297.14,0
394,CASH_IN,114257.99,C1538120348,185472.0,299729.99,C557730371,199617.06,85359.08,0
139,CASH_OUT,142945.51,C1201520445,30990.0,0.0,C660651659,23309.74,166255.25,0
361,TRANSFER,1276300.86,C602426084,1276300.86,0.0,C391051128,0.0,0.0,0
281,TRANSFER,204778.86,C124602239,204778.86,0.0,C1687616355,0.0,0.0,0
590,PAYMENT,13437.33,C1406342584,0.0,0.0,M1796016130,0.0,0.0,0
440,TRANSFER,10000000.0,C2103234501,14339822.23,4339822.23,C667895388,0.0,0.0,0
178,CASH_OUT,179968.92,C28819857,1005.0,0.0,C894451872,203920.92,531005.5,0
78,CASH_OUT,1321091.25,C1817853136,1321091.25,0.0,C1040572676,0.0,1321091.25,0
131,CASH_OUT,511259.05,C1766811336,511259.05,0.0,C1948838736,2120181.23,2789221.38,0
203,CASH_IN,431681.41,C593951819,0.0,431681.41,C266942215,0.0,0.0,0
276,CASH_OUT,65441.1,C254914591,434708.63,369267.53,C158684553,2298114.65,2363555.75,0
380,CASH_IN,37404.45,C794854867,8114732.53,8152136.97,C519955696,65085.37,27680.92,0
320,CASH_OUT,767879.02,C1778269666,767879.02,0.0,C340908219,302527.93,1070406.95,0
500,CASH_IN,239603.48,C773708715,3120748.31,3360351.79,C541834474,1805449.46,1565845.98,0
519,CASH_OUT,1644253.61,C499231161,1644253.61,0.0,C1478004882,0.0,1644253.61,0
186,CASH_OUT,561149.9,C1581439980,561149.9,0.0,C89425517,0.0,561149.9,0
322,CASH_IN,233914.34,C491330074,3211429.24,3445343.57,C1674509547,970125.45,736211.12,0
96,TRANSFER,8267760.5,C997276166,8267760.5,0.0,C1246358574,0.0,0.0,0
136,CASH_OUT,268569.88,C2038233237,248376.0,0.0,C1375298978,0.0,268569.88,0
572,TRANSFER,1351104.53,C2022356819,1351104.53,0.0,C1437688339,0.0,0.0,0
295,CASH_OUT,9366.63,C2043788136,9366.63,0.0,C1314872657,51153.4,60520.03,0
377,PAYMENT,4776.73,C354430594,0.0,0.0,M127104241,0.0,0.0,0
297,TRANSFER,57466.42,C327529413,57466.42,0.0,C1312651725,0.0,0.0,0
138,PAYMENT,3836.53,C1782440628,0.0,0.0,M388728443,0.0,0.0,0
356,CASH_OUT,173453.22,C268110166,10329.0,0.0,C1365642125,1485753.9,1659207.12,0
394,TRANSFER,1303543.6,C1805392616,1303543.6,0.0,C1545532568,0.0,0.0,0
203,CASH_OUT,466580.69,C1820999886,466580.69,0.0,C838394568,775534.24,1242114.93,0
521,TRANSFER,28835.93,C1551473750,28835.93,0.0,C1759829035,0.0,0.0,0
174,CASH_OUT,250223.24,C598087095,250223.24,0.0,C900560128,1626694.65,1876917.89,0
512,TRANSFER,718350.64,C1354307131,718350.64,0.0,C2111981728,0.0,0.0,0
449,CASH_IN,138686.72,C1001879707,117537.63,256224.35,C92348031,4032025.23,3893338.51,0
12,PAYMENT,18316.61,C1325388570,0.0,0.0,M2130178032,0.0,0.0,0
193,TRANSFER,266351.6,C1353043821,266351.6,0.0,C681894805,0.0,0.0,0
382,TRANSFER,6085.3,C1791407950,6085.3,0.0,C1325066757,0.0,0.0,0
173,TRANSFER,2177218.43,C1302526975,2177218.43,0.0,C595351088,0.0,0.0,0
9,CASH_OUT,50119.74,C1520280243,0.0,0.0,C279772974,54195.66,0.0,0
299,PAYMENT,17263.4,C2060848608,54654.0,37390.6,M1674430907,0.0,0.0,0
137,CASH_OUT,77486.71,C254436457,0.0,0.0,C35078333,827777.45,905264.16,0
538,CASH_OUT,1253358.42,C2016314393,1253358.42,0.0,C1340510647,8398499.24,9651857.66,0
278,TRANSFER,240580.4,C338881900,240580.4,0.0,C738144053,0.0,0.0,0
201,CASH_OUT,180424.9,C1323545555,0.0,0.0,C1649363062,873341.47,1053766.36,0
119,CASH_IN,326691.23,C1791399742,4738335.34,5065026.58,C1794278144,1044820.72,718129.48,0
307,CASH_OUT,486051.8,C1875070055,0.0,0.0,C1855040268,7780457.02,8266508.81,0
624,TRANSFER,24366.07,C113775713,24366.07,0.0,C405489983,0.0,0.0,0
501,TRANSFER,472808.24,C692473125,472808.24,0.0,C695203021,0.0,0.0,0
559,CASH_OUT,1431634.93,C9507698,1431634.93,0.0,C1280077682,0.0,1431634.93,0
15,TRANSFER,813972.41,C504772309,90882.0,0.0,C1367535639,870242.51,1835637.72,0
109,CASH_OUT,94613.12,C919387676,94613.12,0.0,C2083130101,0.0,94613.12,0
327,CASH_IN,5831.19,C440722512,424754.79,430585.98,C1745579089,265830.36,259999.17,0
230,TRANSFER,1112204.51,C444571961,1112204.51,0.0,C1409527805,0.0,0.0,0
687,TRANSFER,458845.55,C1038719684,458845.55,0.0,C452022612,0.0,0.0,0
370,CASH_OUT,316690.22,C1684965942,6058.0,0.0,C1905045732,676357.48,993047.7,0
704,CASH_OUT,672812.53,C1360389351,672812.53,0.0,C1009791419,0.0,672812.53,0
34,CASH_IN,263580.48,C821215924,40417.0,303997.48,C1115800000,599341.36,335760.88,0
186,CASH_IN,71422.01,C918225540,6204699.56,6276121.57,C866828678,302604.01,231182.0,0
166,CASH_IN,218458.23,C437898885,4651555.17,4870013.41,C1829269072,420539.35,202081.12,0
207,PAYMENT,10875.1,C1322535326,31811.0,20935.9,M1445055726,0.0,0.0,0
704,CASH_OUT,339152.24,C1701872761,339152.24,0.0,C1343819307,0.0,339152.24,0
611,CASH_OUT,451663.55,C1203772880,451663.55,0.0,C744982603,95658.45,547322.01,0
378,PAYMENT,7795.64,C1209162039,0.0,0.0,M768597804,0.0,0.0,0
277,PAYMENT,9479.65,C309440055,30328.0,20848.35,M933502475,0.0,0.0,0
283,CASH_IN,272426.02,C789511778,26966543.02,27238969.04,C1381410144,2102077.13,1829651.11,0
242,CASH_OUT,509985.31,C1144385106,509985.31,0.0,C2013070624,0.0,509985.31,0
226,CASH_OUT,180638.19,C1082758922,0.0,0.0,C1830844781,5916260.46,6343908.5,0
210,CASH_IN,178830.22,C1309619160,373022.66,551852.89,C744634618,4045576.11,3866745.89,0
284,CASH_OUT,117487.13,C1914011194,33894.0,0.0,C1105918984,36479.72,153966.85,0
260,CASH_IN,211927.55,C1738605670,19264.0,231191.55,C470968529,538709.44,326781.89,0
185,CASH_IN,423381.65,C1019104323,22771.0,446152.65,C2127336102,95139.85,0.0,0
269,TRANSFER,3042111.54,C1680736871,3042111.54,0.0,C880626783,0.0,0.0,0
275,PAYMENT,6820.67,C1188069094,59887.0,53066.33,M667281217,0.0,0.0,0
231,CASH_IN,106923.65,C2095488857,9234096.93,9341020.58,C101317896,145496.81,38573.16,0
302,PAYMENT,18126.33,C1021920725,0.0,0.0,M273710539,0.0,0.0,0
222,TRANSFER,35759.12,C1139136882,35759.12,0.0,C1587529790,0.0,0.0,0
254,TRANSFER,1051773.37,C1299189870,0.0,0.0,C1170376889,1096139.48,2147912.85,0
307,CASH_IN,201609.2,C1320136684,8351355.7,8552964.9,C1056548648,452484.21,250875.01,0
463,TRANSFER,1968008.53,C1548769886,1968008.53,0.0,C1779956771,0.0,0.0,0
114,CASH_OUT,966222.5,C1788263153,966222.5,0.0,C1048196142,331251.33,1297473.83,0
352,CASH_OUT,89746.64,C302858235,34139.0,0.0,C1662324598,1691110.39,1780857.03,0
380,PAYMENT,15425.98,C2006359529,4698.85,0.0,M1831274229,0.0,0.0,0
133,CASH_OUT,272100.54,C1356268373,13149.0,0.0,C1139242102,48696.24,320796.78,0
166,PAYMENT,6144.82,C13661181,0.0,0.0,M1194746664,0.0,0.0,0
8,CASH_OUT,318407.05,C1877856737,0.0,0.0,C1219273867,2429958.43,3650961.01,0
324,CASH_OUT,362837.15,C981578814,362837.15,0.0,C509990885,137964.62,500801.77,0
93,TRANSFER,269545.63,C1904367873,269545.63,0.0,C156002993,0.0,0.0,0
163,CASH_IN,272318.72,C1550470181,14686.0,287004.72,C501867126,430944.09,158625.37,0
469,CASH_OUT,10000000.0,C210168934,10000000.0,0.0,C1856701476,817443.72,10817443.72,0
401,PAYMENT,10054.33,C412207547,72189.0,62134.67,M1513959467,0.0,0.0,0
231,PAYMENT,23090.02,C1543519611,540411.87,517321.85,M982079903,0.0,0.0,0
348,PAYMENT,16880.86,C1945726319,266526.64,249645.77,M989035082,0.0,0.0,0
262,CASH_OUT,2016790.84,C1267813082,2016790.84,0.0,C1805553546,0.0,2016790.84,0
736,TRANSFER,274799.58,C1459244245,274799.58,0.0,C957617194,0.0,0.0,0
134,PAYMENT,30581.34,C275245261,0.0,0.0,M855492125,0.0,0.0,0
141,CASH_OUT,455372.54,C876504183,455372.54,0.0,C1536498682,316179.07,771551.61,0
8,CASH_OUT,265946.61,C946257989,0.0,0.0,C54142591,599341.36,6085383.25,0
230,CASH_OUT,1827209.07,C671668065,1827209.07,0.0,C835636847,944687.45,2771896.52,0
6,TRANSFER,17320.91,C788790720,17320.91,0.0,C1589547066,0.0,0.0,0
184,PAYMENT,8529.34,C779314439,0.0,0.0,M445265094,0.0,0.0,0
400,CASH_OUT,17264.73,C302376970,11184.0,0.0,C1664773918,391259.28,408524.01,0
378,CASH_IN,315423.93,C689693784,21686975.02,22002398.95,C1300145220,5379925.38,5064501.45,0
592,PAYMENT,17630.31,C1041836593,22976.0,5345.69,M1436817579,0.0,0.0,0
208,CASH_OUT,194147.62,C824075431,4565.0,0.0,C2043385227,8546.29,202693.91,0
183,PAYMENT,1193.77,C736782497,166953.03,165759.26,M839304561,0.0,0.0,0
489,TRANSFER,177925.98,C2071075791,177925.98,0.0,C2019441541,0.0,0.0,0
153,PAYMENT,10423.09,C1141977466,11753.47,1330.38,M897082970,0.0,0.0,0
351,CASH_OUT,287860.55,C1404480118,40885.0,0.0,C1262912939,1613466.0,1901326.55,0
544,TRANSFER,179997.78,C1298652940,179997.78,0.0,C2071037920,0.0,0.0,0
506,CASH_OUT,1048100.0,C858739147,1048100.0,0.0,C1868986147,3311018.47,4359118.47,0
443,CASH_OUT,1591263.43,C1863182512,1591263.43,0.0,C2126274036,1147865.98,2739129.41,0
180,CASH_OUT,440186.97,C2006135259,0.0,0.0,C348060754,1113230.32,1553417.29,0
46,TRANSFER,35016.23,C397528199,35016.23,0.0,C1325281003,0.0,0.0,0
21,TRANSFER,785323.0,C1204079316,785323.0,0.0,C637091706,0.0,0.0,0
714,TRANSFER,221167.84,C1378313671,221167.84,0.0,C1963510795,0.0,0.0,0
307,CASH_IN,26830.13,C554374632,155.0,26985.13,C682330828,6337420.83,6310590.7,0
181,CASH_OUT,47217.08,C2132309133,0.0,0.0,C242098348,1867579.75,1914796.83,0
14,PAYMENT,13884.72,C1039976909,49697.0,35812.28,M1821670890,0.0,0.0,0
13,CASH_OUT,4022667.54,C79951219,4022667.54,0.0,C1499489682,80136.56,4057191.21,0
652,TRANSFER,762782.66,C1580037772,762782.66,0.0,C1784796594,0.0,0.0,0
291,CASH_OUT,30820.17,C311082513,30820.17,0.0,C686901109,292944.71,323764.88,0
564,TRANSFER,30245.46,C209928657,30245.46,0.0,C301674737,0.0,0.0,0
157,PAYMENT,3671.71,C620475128,309500.0,305828.29,M1117857158,0.0,0.0,0
420,TRANSFER,116489.77,C1178847797,116489.77,0.0,C63537571,0.0,0.0,0
354,PAYMENT,608.85,C1916792183,0.0,0.0,M60400503,0.0,0.0,0
504,CASH_OUT,3018810.85,C1000484178,3018810.85,0.0,C895750711,65126.98,3083937.83,0
16,PAYMENT,13199.1,C671486328,33335.85,20136.74,M296750256,0.0,0.0,0
727,TRANSFER,69039.64,C922622756,69039.64,0.0,C417851521,0.0,0.0,0
250,CASH_IN,219660.86,C350883491,143.0,219803.86,C850863689,0.0,0.0,0
643,TRANSFER,4222595.06,C796012531,4222595.06,0.0,C848830970,0.0,0.0,0
38,CASH_OUT,201156.51,C390449610,132.0,0.0,C1193214772,59818.92,260975.43,0
35,CASH_OUT,472692.51,C145594916,472692.51,0.0,C1718370785,193065.83,665758.34,0
40,CASH_IN,22512.47,C2110871479,2544739.23,2567251.71,C638803640,770976.76,657485.77,0
263,CASH_IN,233452.64,C860077051,800228.65,1033681.29,C167473929,1633627.75,1400175.1,0
283,CASH_IN,61805.42,C1965852756,4805257.53,4867062.95,C651583422,1382149.46,1320344.04,0
328,TRANSFER,10000000.0,C2005849747,0.0,0.0,C1806856701,11091877.04,25011167.62,0
178,CASH_OUT,68678.57,C1086030119,100985.0,32306.43,C617866139,682321.98,751000.55,0
15,CASH_OUT,59385.67,C1765315298,59385.67,0.0,C721356209,74371.0,133756.67,0
304,CASH_IN,264604.02,C779069785,2163.0,266767.02,C1651106234,0.0,0.0,0
16,CASH_IN,23497.29,C1889456791,51745.0,75242.29,C2020940506,192944.57,158053.57,0
236,PAYMENT,14329.8,C1221146648,6648.0,0.0,M727217801,0.0,0.0,0
267,TRANSFER,37669.14,C894928448,37669.14,0.0,C759753598,0.0,0.0,0
10,CASH_OUT,427719.71,C1864814934,0.0,0.0,C649699940,468091.19,1289429.52,0
251,TRANSFER,2693520.61,C2141912199,2693520.61,0.0,C598875397,0.0,0.0,0
500,CASH_OUT,576237.31,C929878568,0.0,0.0,C1615191157,660699.74,1236937.05,0
160,CASH_OUT,141508.56,C91138273,141508.56,0.0,C2049392320,340906.08,482414.64,0
714,CASH_OUT,1262207.3,C2096285497,1262207.3,0.0,C2145717335,6623072.35,7885279.65,0
718,TRANSFER,371449.7,C1572583311,371449.7,0.0,C336176580,0.0,0.0,0
290,CASH_OUT,165368.59,C158707184,165368.59,0.0,C615658157,19946.26,185314.85,0
332,PAYMENT,8435.37,C1500223324,57236.0,48800.63,M1536036834,0.0,0.0,0
235,CASH_OUT,25773.29,C848830730,0.0,0.0,C763517887,771551.6,797324.89,0
594,PAYMENT,24726.67,C1941760773,0.0,0.0,M1216599230,0.0,0.0,0
178,PAYMENT,5700.71,C1757107219,0.0,0.0,M1055121825,0.0,0.0,0
130,CASH_OUT,468029.71,C212801698,0.0,0.0,C1708605385,1046361.05,1514390.77,0
30,CASH_OUT,236947.25,C474899128,236947.25,0.0,C116505755,70084.28,307031.53,0
452,CASH_OUT,1138384.29,C254541375,1138384.29,0.0,C135531312,0.0,1138384.29,0
20,PAYMENT,2693.48,C1168749193,0.0,0.0,M289009203,0.0,0.0,0
140,CASH_IN,87527.07,C1172173303,690695.49,778222.56,C1936875937,1403293.06,1315765.98,0
690,TRANSFER,66643.99,C1502782512,66643.99,0.0,C41452857,0.0,0.0,0
254,CASH_OUT,900362.48,C72000056,900362.48,0.0,C261355078,0.0,900362.48,0
428,TRANSFER,3028421.03,C2107000276,3028421.03,0.0,C1629716841,0.0,0.0,0
415,TRANSFER,224230.16,C1765991027,224230.16,0.0,C791615814,0.0,0.0,0
162,PAYMENT,21561.55,C891528807,49253.0,27691.45,M838304874,0.0,0.0,0
159,TRANSFER,243277.67,C1109361754,0.0,0.0,C638630829,13805263.73,14151208.25,0
239,TRANSFER,495991.64,C1628056782,495991.64,0.0,C913892512,0.0,0.0,0
78,TRANSFER,178569.48,C282621115,178569.48,0.0,C2027238520,0.0,0.0,0
38,CASH_OUT,228200.31,C1304739408,49692.0,0.0,C283224222,111465.85,354594.78,0
189,CASH_OUT,121579.98,C155517114,121579.98,0.0,C1160105017,0.0,121579.98,0
291,TRANSFER,1185157.78,C262672510,1185157.78,0.0,C478572372,0.0,0.0,0
501,TRANSFER,1318024.48,C29170093,1318024.48,0.0,C914441096,0.0,0.0,0
595,PAYMENT,1434.87,C490822188,195117.68,193682.81,M362933427,0.0,0.0,0
381,PAYMENT,13285.37,C848629816,0.0,0.0,M308452860,0.0,0.0,0
309,CASH_IN,107240.69,C1677083680,280913.0,388153.69,C294223276,410087.91,302847.22,0
352,PAYMENT,8683.27,C47093315,0.0,0.0,M1710592262,0.0,0.0,0
206,CASH_OUT,169233.55,C1030994985,102134.47,0.0,C399978295,4948804.62,5118038.17,0
239,PAYMENT,10784.72,C595042998,149.0,0.0,M16055311,0.0,0.0,0
136,CASH_OUT,7563536.91,C983899161,7563536.91,0.0,C1297951488,667243.49,8265310.34,0
303,PAYMENT,37569.23,C1669448640,0.0,0.0,M1322538460,0.0,0.0,0
393,PAYMENT,5943.49,C1978559526,28050.0,22106.51,M1905430240,0.0,0.0,0
45,CASH_IN,265108.34,C1018302614,581606.62,846714.95,C688343933,2262595.36,1997487.02,0
619,TRANSFER,418971.0,C857807998,418971.0,0.0,C1174958725,0.0,0.0,0
530,CASH_OUT,19576.96,C158699247,19576.96,0.0,C1193716224,762608.82,782185.77,0
78,TRANSFER,2254934.36,C65227807,2254934.36,0.0,C213999906,0.0,0.0,0
254,CASH_IN,195774.25,C672375481,33256.0,229030.25,C550027035,874607.88,678833.63,0
625,CASH_OUT,3020974.53,C1499479163,3020974.53,0.0,C1579821297,943032.19,3964006.72,0
654,CASH_OUT,114627.08,C857672087,114627.08,0.0,C1387515555,0.0,114627.08,0
377,PAYMENT,8153.75,C983400991,671.0,0.0,M726102020,0.0,0.0,0
173,CASH_OUT,98634.75,C1536726589,98634.75,0.0,C12493912,966049.7,1064684.45,0
689,TRANSFER,291527.75,C342207020,291527.75,0.0,C276080220,0.0,0.0,0
308,CASH_OUT,178180.03,C455134566,178180.03,0.0,C790415785,114156.1,292336.13,0
262,CASH_OUT,592615.53,C363777689,592615.53,0.0,C1766850055,3898705.9,4491321.43,0
10,CASH_OUT,61155.69,C1490981863,0.0,0.0,C422990138,2770691.08,2831846.78,0
402,TRANSFER,4257337.62,C2086367958,4257337.62,0.0,C1701205427,0.0,0.0,0
260,CASH_OUT,106363.94,C1353432472,31333.0,0.0,C1647236495,326863.37,433227.3,0
215,PAYMENT,10945.23,C1869840687,6811.0,0.0,M37714552,0.0,0.0,0
642,CASH_OUT,20281.44,C1585523750,20281.44,0.0,C1744383627,85764.25,106045.69,0
709,CASH_IN,208886.98,C469135491,5361575.12,5570462.1,C649264577,3632524.09,3423637.12,0
588,CASH_OUT,347707.5,C1307292548,0.0,0.0,C1332910129,381633.82,729341.32,0
65,TRANSFER,174923.28,C2041556759,174923.28,0.0,C1497527382,0.0,0.0,0
332,CASH_OUT,160039.79,C695337328,0.0,0.0,C944607857,2068772.33,2228812.12,0
286,TRANSFER,103124.43,C1284973829,103124.43,0.0,C1795673999,0.0,0.0,0
322,CASH_IN,62108.7,C1000849749,69828.0,131936.7,C1224039638,278106.69,215997.99,0
187,CASH_OUT,129916.85,C191095369,18743.0,0.0,C1151223633,44427.41,174344.25,0
281,CASH_OUT,556720.82,C1521556505,556720.82,0.0,C1224252499,2525193.48,3081914.29,0
215,TRANSFER,45053.05,C1832009183,45053.05,0.0,C1888133010,0.0,0.0,0
498,TRANSFER,207261.07,C1013419575,207261.07,0.0,C1389517539,0.0,0.0,0
252,CASH_OUT,25364.24,C2003123327,42.0,0.0,C469389333,0.0,25364.24,0
322,TRANSFER,2274766.1,C750509301,2274766.1,0.0,C881302071,0.0,0.0,0
183,PAYMENT,16753.81,C1956149990,107834.0,91080.19,M1199166369,0.0,0.0,0
15,CASH_IN,69370.66,C1518464420,0.0,69370.66,C1765911323,675678.61,606307.95,0
160,CASH_OUT,294210.12,C771829139,0.0,0.0,C2072782851,655364.96,949575.08,0
35,CASH_OUT,3606943.31,C1011490419,3606943.31,0.0,C1919783086,0.0,3606943.31,0
209,PAYMENT,3466.5,C335916231,10003.0,6536.5,M1297404172,0.0,0.0,0
655,TRANSFER,45758.71,C454963917,45758.71,0.0,C1328313675,0.0,0.0,0
85,CASH_OUT,64344.59,C1334187064,64344.59,0.0,C719763224,0.0,64344.59,0
240,TRANSFER,74076.48,C1589254614,74076.48,0.0,C1147163702,0.0,0.0,0
633,TRANSFER,4128853.75,C1152970909,4128853.75,0.0,C648717098,0.0,0.0,0
209,CASH_OUT,232579.67,C94140064,0.0,0.0,C1903418308,577437.7,810017.37,0
349,CASH_OUT,12906.37,C1482076767,0.0,0.0,C190058230,75027.02,87933.39,0
208,CASH_OUT,16412.07,C1331168185,73277.0,56864.93,C1246742176,18529.48,34941.56,0
692,CASH_OUT,466218.08,C545352261,466218.08,0.0,C1292726952,240002.78,706220.85,0
652,TRANSFER,80397.86,C1839358501,80397.86,0.0,C1153377397,0.0,0.0,0
102,TRANSFER,46081.45,C1009233877,46081.45,0.0,C1072793235,0.0,0.0,0
686,TRANSFER,1467968.73,C1506243031,1467968.73,0.0,C1384352082,0.0,0.0,0
365,TRANSFER,155799.82,C673298372,155799.82,0.0,C1666814997,0.0,0.0,0
248,CASH_OUT,10000000.0,C494814442,10000000.0,0.0,C242619213,9522166.24,19522166.24,0
726,CASH_OUT,561446.32,C46584034,561446.32,0.0,C889161181,122622.57,684068.89,0
236,CASH_OUT,223549.4,C377381663,81983.0,0.0,C277957498,0.0,223549.4,0
327,CASH_IN,267926.15,C900909398,6339667.56,6607593.71,C1655197546,1345428.45,1077502.3,0
387,CASH_OUT,10000000.0,C1036572575,10000000.0,0.0,C469591174,0.0,10000000.0,0
322,CASH_IN,98536.79,C2092610796,109832.0,208368.79,C188167094,0.0,0.0,0
371,CASH_OUT,223191.37,C1720610518,271.0,0.0,C329986933,239473.9,462665.27,0
370,TRANSFER,1822772.73,C1844415147,1822772.73,0.0,C1848964453,0.0,0.0,0
274,TRANSFER,188441.76,C194292949,188441.76,0.0,C182280764,0.0,0.0,0
280,PAYMENT,24752.67,C1981528574,5225.0,0.0,M106459434,0.0,0.0,0
650,CASH_OUT,230652.43,C821616305,230652.43,0.0,C1559145787,55063.86,285716.3,0
71,TRANSFER,386996.34,C436643721,386996.34,0.0,C295403005,0.0,0.0,0
97,CASH_OUT,5624.02,C690034207,5624.02,0.0,C1902968473,204072.3,209696.33,0
304,CASH_OUT,141887.34,C1337993754,20951.0,0.0,C937291259,60483.92,202371.27,0
325,CASH_IN,7625.84,C494114171,715486.13,723111.97,C1356157756,21973321.16,21965695.31,0
187,CASH_OUT,5357.98,C1984619839,339.0,0.0,C563115202,2356291.42,2361649.4,0
203,CASH_OUT,205981.3,C1641673420,0.0,0.0,C1144070975,6815530.53,7021511.84,0
500,CASH_IN,121591.5,C1609897958,6660996.54,6782588.03,C1974615346,606416.61,484825.12,0
7,PAYMENT,1270.08,C797392613,91339.0,90068.92,M122293642,0.0,0.0,0
244,TRANSFER,1946.74,C2090764492,1946.74,0.0,C776246900,0.0,0.0,0
